Sample_ID,Year,Venue,Stratum,Stratum_Population_Size,Stratum_Sample_Size,Inclusion_Probability,Weight,Sampled_Keyword,All_Keywords_Matched,Total_Matches_In_Paper,File_Path,Label,Notes,Reviewer
S0471,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt35turbo0613,"gpt40314, gpt41106preview, gpt40125preview, o1preview, o1mini, gpt35turbo0613, gpt35turbo0301, o1, gpt4o, gpt4omini, gpt4turbo, gpt35turbo, gpt4, gpt35turbo0125",35,iclr_2025/11752_Measuring-Non-Adversarial-Reproduction-of-Training-Data-in-Large-Language-Models,,,
S0472,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4omini,"gpt35turbo0613, gpt4o, gpt4omini, gpt4, gpt40613, gpt4omini20240718",26,iclr_2025/1191_Language-Model-Alignment-in-Multilingual-Trolley-Problems,,,
S0473,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,gpt4o,1,iclr_2025/1196_Vector-ICL-In-context-Learning-with-Continuous-Vector-Representations,,,
S0474,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,o1mini,"o1mini, o1, gpt4o, gpt4omini, gpt4, textembedding3small",108,iclr_2025/12017_Episodic-Memories-Generation-and-Evaluation-Benchmark-for-Large-Language-Models,,,
S0475,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,6,iclr_2025/12092_Data-Shapley-in-One-Training-Run,,,
S0476,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt35turboinstruct,gpt35turboinstruct,3,iclr_2025/12101_Self-Improvement-in-Language-Models-The-Sharpening-Mechanism,,,
S0477,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4o, gpt4, gpt4o20240513",36,iclr_2025/12113_Benchmarking-LLMs-Judgments-with-No-Gold-Standard,,,
S0478,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt40613,"gpt4, gpt40613",40,iclr_2025/12157_Aligning-Language-Models-with-Demonstrated-Feedback,,,
S0479,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o20240513,"gpt4, gpt4turbo20240409, gpt4o20240513",9,iclr_2025/1230_SegLLM-Multi-round-Reasoning-Segmentation-with-Large-Language-Models,,,
S0480,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4o, gpt4",26,iclr_2025/12318_INCLUDE-Evaluating-Multilingual-Language-Understanding-with-Regional-Knowledge,,,
S0481,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4o, gpt4",13,iclr_2025/12359_LLMs-Can-Plan-Only-If-We-Tell-Them,,,
S0482,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,o1mini,"o1mini, o1",2,iclr_2025/12499_Context-Parametric-Inversion-Why-Instruction-Finetuning-May-Not-Actually-Improve-Context-Reliance,,,
S0483,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"o1mini, o1, gpt4o, gpt4omini, gpt4",60,iclr_2025/12574_Quantifying-Generalization-Complexity-for-Large-Language-Models,,,
S0484,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"gpt4o, gpt4",27,iclr_2025/12595_BingoGuard-LLM-Content-Moderation-Tools-with-Risk-Levels,,,
S0485,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4omini,"gpt4o, gpt4omini, gpt35turbo, gpt4, gemini15flash",33,iclr_2025/12692_ClimaQA-An-Automated-Evaluation-Framework-for-Climate-Question-Answering-Models,,,
S0486,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4o, gpt4",20,iclr_2025/12804_Conformal-Language-Model-Reasoning-with-Coherent-Factuality,,,
S0487,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"gpt35turbo1106, gpt4o, gpt4omini, gpt4, gpt4o20240806, gpt4omini20240718",47,iclr_2025/12839_Simple-is-Effective-The-Roles-of-Graphs-and-Large-Language-Models-in-Knowledge-Graph-Based-Retrieval-Augmented-Generatio,,,
S0488,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,3,iclr_2025/12866_Follow-My-Instruction-and-Spill-the-Beans-Scalable-Data-Extraction-from-Retrieval-Augmented-Generation-Systems,,,
S0489,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt35turbo,"gpt35turbo, gemini15flash",7,iclr_2025/12891_LLM-based-Typed-Hyperresolution-for-Commonsense-Reasoning-with-Knowledge-Bases,,,
S0490,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4o, gpt4",6,iclr_2025/12932_LICO-Large-Language-Models-for-In-Context-Molecular-Optimization,,,
S0491,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4turbo,"gpt35turboinstruct, gpt4turbo, gpt4",46,iclr_2025/12960_Prompting-Fairness-Integrating-Causality-to-Debias-Large-Language-Models,,,
S0492,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"gpt40125preview, gpt4o",2,iclr_2025/12977_DataMan-Data-Manager-for-Pre-training-Large-Language-Models,,,
S0493,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"o1preview, o1mini, o1, gpt4o, gpt4omini",59,iclr_2025/13035_GSM-Symbolic-Understanding-the-Limitations-of-Mathematical-Reasoning-in-Large-Language-Models,,,
S0494,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"gpt4o, gpt4o20240806",4,iclr_2025/13091_Forgetting-Transformer-Softmax-Attention-with-a-Forget-Gate,,,
S0495,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"gpt4o, gpt4omini, gpt35turbo",10,iclr_2025/13153_Attention-in-Large-Language-Models-Yields-Efficient-Zero-Shot-Re-Rankers,,,
S0496,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4o, gpt4",16,iclr_2025/13187_Agent-Oriented-Planning-in-Multi-Agent-Systems,,,
S0497,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4omini, gpt4",28,iclr_2025/13191_Reasoning-of-Large-Language-Models-over-Knowledge-Graphs-with-Super-Relations,,,
S0498,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,9,iclr_2025/13291_MetaDesigner-Advancing-Artistic-Typography-through-AI-Driven-User-Centric-and-Multilingual-WordArt-Synthesis,,,
S0499,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"gpt4o, gpt4",9,iclr_2025/13296_Model-Editing-as-a-Robust-and-Denoised-variant-of-DPO-A-Case-Study-on-Toxicity,,,
S0500,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,1,iclr_2025/13333_Unveiling-the-Secret-Recipe-A-Guide-For-Supervised-Fine-Tuning-Small-LLMs,,,
S0501,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"o3, o3mini, gpt4o, gpt4",13,iclr_2025/13416_Lawma-The-Power-of-Specialization-for-Legal-Annotation,,,
S0502,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt40314,"gpt40314, gpt4omini, textembedding3small, gpt4omini20240718",5,iclr_2025/13501_Diverse-Preference-Learning-for-Capabilities-and-Alignment,,,
S0503,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,gpt4o,25,iclr_2025/1357_Does-Spatial-Cognition-Emerge-in-Frontier-Models,,,
S0504,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"gpt4o, gpt4",2,iclr_2025/13581_Knowledge-Entropy-Decay-during-Language-Model-Pretraining-Hinders-New-Knowledge-Acquisition,,,
S0505,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,o1preview,"o1preview, o3, o3mini, o1, gpt4o, gpt4turbo, gpt35turbo, gpt4",60,iclr_2025/13657_Spider-2-0-Evaluating-Language-Models-on-Real-World-Enterprise-Text-to-SQL-Workflows,,,
S0506,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"gpt4o, gpt4turbo, gpt35turbo",15,iclr_2025/13837_UniCBE-An-Uniformity-driven-Comparing-Based-Evaluation-Framework-with-Unified-Multi-Objective-Optimization,,,
S0507,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,1,iclr_2025/13846_Quantum-PEFT-Ultra-parameter-efficient-fine-tuning,,,
S0508,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,1,iclr_2025/13966_Drop-Upcycling-Training-Sparse-Mixture-of-Experts-with-Partial-Re-initialization,,,
S0509,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt35turbo0125,"gpt35turbo0613, gpt4o, gpt4, textembedding3large, gpt35turbo0125",5,iclr_2025/14183_ToolGen-Unified-Tool-Retrieval-and-Calling-via-Generation,,,
S0510,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4o, gpt4",13,iclr_2025/1511_MACPO-Weak-to-Strong-Alignment-via-Multi-Agent-Contrastive-Preference-Optimization,,,
S0511,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt40314, gpt41106preview, gpt4turbo, gpt35turbo, gpt4",28,iclr_2025/1529_Self-Boosting-Large-Language-Models-with-Synthetic-Preference-Data,,,
S0512,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4turbo20240409,"gpt4, gpt4turbo20240409",14,iclr_2025/1579_Uncertainty-and-Influence-aware-Reward-Model-Refinement-for-Reinforcement-Learning-from-Human-Feedback,,,
S0513,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"o1preview, o1mini, o1, gpt4o, gpt4omini, gpt4, gpt35turbo0125",62,iclr_2025/1622_Does-Refusal-Training-in-LLMs-Generalize-to-the-Past-Tense,,,
S0514,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,gpt4o,1,iclr_2025/1796_Weakly-Supervised-Affordance-Grounding-Guided-by-Part-Level-Semantic-Priors,,,
S0515,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"gpt4o, gpt4, gemini15pro",3,iclr_2025/2006_LongVILA-Scaling-Long-Context-Visual-Language-Models-for-Long-Videos,,,
S0516,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,1,iclr_2025/2049_Towards-Effective-Evaluations-and-Comparisons-for-LLM-Unlearning-Methods,,,
S0517,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o20240806,"claude35sonnet20240620, gpt4o, gpt4omini, gpt4, gpt35turbo0125, gpt4turbo20240409, gpt4o20240806, gpt4omini20240718",33,iclr_2025/2051_Learning-Evolving-Tools-for-Large-Language-Models,,,
S0518,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"gpt4o, gpt4",7,iclr_2025/2192_Enhancing-Cognition-and-Explainability-of-Multimodal-Foundation-Models-with-Self-Synthesized-Data,,,
S0519,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,gpt4o,3,iclr_2025/2205_Revealing-and-Reducing-Gender-Biases-in-Vision-and-Language-Assistants-VLAs,,,
S0520,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,gpt4o,4,iclr_2025/2273_IterComp-Iterative-Composition-Aware-Feedback-Learning-from-Model-Gallery-for-Text-to-Image-Generation,,,
S0521,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4o, gpt4",9,iclr_2025/2371_It-Helps-to-Take-a-Second-Opinion-Teaching-Smaller-LLMs-To-Deliberate-Mutually-via-Selective-Rationale-Optimisation,,,
S0522,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,1,iclr_2025/2382_Do-Vision-Language-Decoders-use-Images-and-Text-equally-How-Self-consistent-are-their-Explanations,,,
S0523,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,1,iclr_2025/2390_LoRA-Pro-Are-Low-Rank-Adapters-Properly-Optimized,,,
S0524,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,3,iclr_2025/2424_RRM-Robust-Reward-Model-Training-Mitigates-Reward-Hacking,,,
S0525,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,1,iclr_2025/2455_Efficient-Dictionary-Learning-with-Switch-Sparse-Autoencoders,,,
S0526,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,gpt4o,3,iclr_2025/2459_Controlled-LLM-Decoding-via-Discrete-Auto-regressive-Biasing,,,
S0527,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,2,iclr_2025/2464_VL-ICL-Bench-The-Devil-in-the-Details-of-Multimodal-In-Context-Learning,,,
S0528,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,4,iclr_2025/2541_Structuring-Benchmark-into-Knowledge-Graphs-to-Assist-Large-Language-Models-in-Retrieving-and-Designing-Models,,,
S0529,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,gpt4o,2,iclr_2025/2560_WavTokenizer-an-Efficient-Acoustic-Discrete-Codec-Tokenizer-for-Audio-Language-Modeling,,,
S0530,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"gpt4o, gpt4omini, gpt4, gpt4omini20240718",36,iclr_2025/2616_WorkflowLLM-Enhancing-Workflow-Orchestration-Capability-of-Large-Language-Models,,,
S0531,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,33,iclr_2025/2625_Your-Weak-LLM-is-Secretly-a-Strong-Teacher-for-Alignment,,,
S0532,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,dalle3,"dalle3, gpt4",5,iclr_2025/2732_Failures-to-Find-Transferable-Image-Jailbreaks-Between-Vision-Language-Models,,,
S0533,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,12,iclr_2025/2765_Federated-Residual-Low-Rank-Adaptation-of-Large-Language-Models,,,
S0534,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"gpt4o, gpt4, gemini15pro",34,iclr_2025/2856_TAU-106K-A-New-Dataset-for-Comprehensive-Understanding-of-Traffic-Accident,,,
S0535,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,dalle2,"dalle2, dalle3",5,iclr_2025/2889_Autoregressive-Video-Generation-without-Vector-Quantization,,,
S0536,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"gpt4o, gemini15pro",6,iclr_2025/2914_TRACE-Temporal-Grounding-Video-LLM-via-Causal-Event-Modeling,,,
S0537,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gemini15pro,"gpt4o, gemini15pro",19,iclr_2025/2960_Painting-with-Words-Elevating-Detailed-Image-Captioning-with-Benchmark-and-Alignment-Learning,,,
S0538,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,18,iclr_2025/3173_Self-play-with-Execution-Feedback-Improving-Instruction-following-Capabilities-of-Large-Language-Models,,,
S0539,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,3,iclr_2025/3215_Predicate-Hierarchies-Improve-Few-Shot-State-Classification,,,
S0540,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"dalle2, dalle3, gpt4o",16,iclr_2025/3309_OmniEdit-Building-Image-Editing-Generalist-Models-Through-Specialist-Supervision,,,
S0541,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o20240806,"gpt4o, gpt4o20240806",11,iclr_2025/3341_SINGAPO-Single-Image-Controlled-Generation-of-Articulated-Parts-in-Objects,,,
S0542,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4o, gpt35turbo, gpt4",9,iclr_2025/3362_Beyond-Graphs-Can-Large-Language-Models-Comprehend-Hypergraphs,,,
S0543,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"gpt4o, gpt4",9,iclr_2025/3401_MMed-RAG-Versatile-Multimodal-RAG-System-for-Medical-Vision-Language-Models,,,
S0544,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,2,iclr_2025/3608_Do-as-I-do-Safely-Mitigating-Task-Specific-Fine-tuning-Risks-in-Large-Language-Models,,,
S0545,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,1,iclr_2025/3640_Ctrl-U-Robust-Conditional-Image-Generation-via-Uncertainty-aware-Reward-Modeling,,,
S0546,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,gpt4o,12,iclr_2025/3643_Simulating-Human-like-Daily-Activities-with-Desire-driven-Autonomy,,,
S0547,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4o, gpt4",31,iclr_2025/3702_Proactive-Privacy-Amnesia-for-Large-Language-Models-Safeguarding-PII-with-Negligible-Impact-on-Model-Utility,,,
S0548,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,gpt4o,2,iclr_2025/3753_EMOS-Embodiment-aware-Heterogeneous-Multi-robot-Operating-System-with-LLM-Agents,,,
S0549,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,claude35sonnet20240620,"o1preview, claude3sonnet20240229, claude35sonnet20240620, claude3haiku20240307, gemini10pro002, o1, gpt4o, gpt4, gpt4o20240806, gpt4omini20240718",41,iclr_2025/3859_Needle-Threading-Can-LLMs-Follow-Threads-Through-Near-Million-Scale-Haystacks,,,
S0550,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,2,iclr_2025/3897_Generative-Verifiers-Reward-Modeling-as-Next-Token-Prediction,,,
S0551,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,3,iclr_2025/3999_TopoDiffusionNet-A-Topology-aware-Diffusion-Model,,,
S0552,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,2,iclr_2025/4075_Natural-Language-Inference-Improves-Compositionality-in-Vision-Language-Models,,,
S0553,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt35turbo0125,"gpt4o, gpt35turbo0125, gpt40613, gpt4turbo20240409, gpt4o20240513",17,iclr_2025/4129_Preference-Optimization-for-Reasoning-with-Pseudo-Feedback,,,
S0554,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gemini15flash,"gpt4o, gemini15pro, gemini15flash",17,iclr_2025/4201_Sample-then-Identify-A-General-Framework-for-Risk-Control-and-Assessment-in-Multimodal-Large-Language-Models,,,
S0555,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4omini,"gpt4omini, gpt4",3,iclr_2025/4265_PaCA-Partial-Connection-Adaptation-for-Efficient-Fine-Tuning,,,
S0556,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,gpt4o,7,iclr_2025/4320_AnyTouch-Learning-Unified-Static-Dynamic-Representation-across-Multiple-Visuo-tactile-Sensors,,,
S0557,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"gpt4o, gpt4omini",32,iclr_2025/4420_Proactive-Agent-Shifting-LLM-Agents-from-Reactive-Responses-to-Active-Assistance,,,
S0558,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4turbo,"gpt4o, gpt4turbo, gpt4",8,iclr_2025/4473_PersonalLLM-Tailoring-LLMs-to-Individual-Preferences,,,
S0559,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"gpt4o, gpt4",2,iclr_2025/4648_CircuitFusion-Multimodal-Circuit-Representation-Learning-for-Agile-Chip-Design,,,
S0560,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,1,iclr_2025/4747_Zero-shot-Model-based-Reinforcement-Learning-using-Large-Language-Models,,,
S0561,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,1,iclr_2025/4820_Implicit-In-context-Learning,,,
S0562,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt35turbo0613, gpt4",4,iclr_2025/4829_Multiagent-Finetuning-Self-Improvement-with-Diverse-Reasoning-Chains,,,
S0563,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt35turbo,"gpt40314, gpt4turbo, gpt35turbo, gpt4, gpt40613, gpt4o20240513",50,iclr_2025/4894_WizardMath-Empowering-Mathematical-Reasoning-for-Large-Language-Models-via-Reinforced-Evol-Instruct,,,
S0564,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4turbo, gpt35turbo, gpt4",5,iclr_2025/4914_Safety-Alignment-Should-be-Made-More-Than-Just-a-Few-Tokens-Deep,,,
S0565,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,gpt4o,3,iclr_2025/4947_MLLMs-Know-Where-to-Look-Training-free-Perception-of-Small-Visual-Details-with-Multimodal-LLMs,,,
S0566,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,claudeinstant12,"gpt41106preview, gpt35turboinstruct, textada001, textbabbage001, textcurie001, textdavinci001, textdavinci002, gpt35turbo0613, claudeinstant12, claude20, gpt4o, gpt35turbo, gpt4, gpt40613, gemini15pro",73,iclr_2025/5145_Competing-Large-Language-Models-in-Multi-Agent-Gaming-Environments,,,
S0567,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4o, gpt4",4,iclr_2025/5156_Aligning-Generative-Denoising-with-Discriminative-Objectives-Unleashes-Diffusion-for-Visual-Perception,,,
S0568,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gemini15flash,"claude35sonnet20240620, claude3haiku20240307, gemini15flash002, gpt4o, gpt4omini, gpt4o20240806, gemini15pro, gemini15flash",37,iclr_2025/5256_Calibrating-Expressions-of-Certainty,,,
S0569,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt41106preview,"gpt41106preview, gpt4turbo, gpt4",10,iclr_2025/5267_Post-hoc-Reward-Calibration-A-Case-Study-on-Length-Bias,,,
S0570,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4omini,gpt4omini,1,iclr_2025/5291_Conformal-Structured-Prediction,,,
S0571,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4turbo, gpt4, textembedding3large",26,iclr_2025/5336_Synthetic-continued-pretraining,,,
S0572,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"gpt4o, gpt4",24,iclr_2025/5347_BigDocs-An-Open-Dataset-for-Training-Multimodal-Models-on-Document-and-Code-Tasks,,,
S0573,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,1,iclr_2025/5363_text-D-2-text-O-Dynamic-Discriminative-Operations-for-Efficient-Long-Context-Inference-of-Large-Language-Models,,,
S0574,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"gpt4o, gpt4",71,iclr_2025/5662_VOILA-Evaluation-of-MLLMs-For-Perceptual-Understanding-and-Analogical-Reasoning,,,
S0575,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,3,iclr_2025/5769_Preserving-Diversity-in-Supervised-Fine-Tuning-of-Large-Language-Models,,,
S0576,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4turbo, gpt4",64,iclr_2025/5771_Efficient-Evolutionary-Search-Over-Chemical-Space-with-Large-Language-Models,,,
S0577,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o20240806,"gpt4o, gpt4o20240806",4,iclr_2025/5802_Taming-Overconfidence-in-LLMs-Reward-Calibration-in-RLHF,,,
S0578,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,1,iclr_2025/5863_Personalized-Representation-from-Personalized-Generation,,,
S0579,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4turbo, gpt4",8,iclr_2025/5907_CogCoM-A-Visual-Language-Model-with-Chain-of-Manipulations-Reasoning,,,
S0580,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt35turbo,gpt35turbo,5,iclr_2025/5918_Combatting-Dimensional-Collapse-in-LLM-Pre-Training-Data-via-Submodular-File-Selection,,,
S0581,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,1,iclr_2025/5921_An-Engorgio-Prompt-Makes-Large-Language-Model-Babble-on,,,
S0582,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,5,iclr_2025/5922_Adam-mini-Use-Fewer-Learning-Rates-To-Gain-More,,,
S0583,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4o, gpt4",27,iclr_2025/5945_ROUTE-Robust-Multitask-Tuning-and-Collaboration-for-Text-to-SQL,,,
S0584,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt35turbo,gpt35turbo,2,iclr_2025/5969_Tree-of-Attributes-Prompt-Learning-for-Vision-Language-Models,,,
S0585,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o20240806,"gemini15flash002, gpt4o, gpt4omini, gpt4o20240806, gemini15flash",106,iclr_2025/6123_Can-LLMs-Understand-Time-Series-Anomalies,,,
S0586,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt40314, gpt41106preview, gpt40125preview, gpt4",14,iclr_2025/6241_Weighted-Reward-Preference-Optimization-for-Implicit-Model-Fusion,,,
S0587,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,gpt4o,3,iclr_2025/6245_A-Closer-Look-at-Machine-Unlearning-for-Large-Language-Models,,,
S0588,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,gpt4o,16,iclr_2025/6264_Enhancing-Graph-Of-Thought-Enhancing-Prompts-with-LLM-Rationales-and-Dynamic-Temperature-Control,,,
S0589,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt35turbo,gpt35turbo,3,iclr_2025/6288_CollabEdit-Towards-Non-destructive-Collaborative-Knowledge-Editing,,,
