Pair_ID,Year,Venue,Deprecated_Keyword,Sections_Hit,Window_Count,Label,Reasoning
D0783,2025,icml,claude35sonnet20240620,C.2. Experiment Setup,1,Evaluation,"Table 7 row '), GPT-4o ( gpt-4o ) (OpenAI et al., 2024), Claude 3.5 Sonnet ( claude-3-5-sonnet-2024062...'"
D0784,2025,icml,claude35sonnet20240620,B. User information | D. Details on Model Ranking,3,Evaluation,model listed in leaderboard ranking table
D0785,2025,icml,claude35sonnet20240620,B.1. Mechanisms of De-Anonymizing Functions A omni ( . ),4,Methods,"OCR/math fragment near 'claude35sonnet20240620', e.g. '[Window 1] section: B.1. Mechanisms of...'"
D0786,2025,icml,claude35sonnet20240620,B.5. An Example of Evaluating LLMs Under Different Settings,1,Evaluation,'Baseline model versions' for 'claude35sonnet20240620' (B.5. An Example of Evaluating LLMs Under Different Settings)
D0787,2025,icml,claude35sonnet20240620,D.1. Models,1,Methods,'We use the following models for our experimentati...' near '- Alibaba qwen-2-vl-72b-instruct - Anthropic claude-3.5-sonnet-2024-06-20 Claude and GPT...'
D0788,2025,icml,claude35sonnet20240620,Explanatory instruction from B to A:,1,Evaluation,Table 5 entry 'appearance. Table 5. Examples of outputs from 'claude-3-5-sonnet-20240620'. <!-- image --...'
D0789,2025,icml,claude35sonnet20241022,D. Additional regression tests | E.4. Model list,2,Evaluation,Figure 8 row '| 75 . 8 | 56 . 3 | | claude-3-5-sonnet-20240620 | 59 . 2 | 51.3'
D0790,2025,icml,claude35sonnet20241022,3. Experiments and results | 3.2. Agent performance by number of samples,2,Evaluation,'compare to the previous version of Claude 3' for 'claude35sonnet20241022' (3. Experiments and results)
D0791,2025,icml,claude35sonnet20241022,D.2. Accurate Quality Estimation,1,Evaluation,Tabular row '- 20241202 \_ agentless-1.5 \_ claude-3.5-sonnet-20241022 - 20241028 \_ agentless-1.5 \_...' (D.2. Accurate Quality Estimation)
D0792,2025,icml,claude35sonnet20241022,E. Definitions and Examples of Capability-oriented Subsets,1,Evaluation,Table 5 row '| GPT-4o GPT-4o-mini Claude-3.7-Sonnet Claude-3.5-Sonnet Gemini-1.5-Pro'
D0793,2025,icml,claude35sonnet20241022,E.1. Evaluation Results of Large Language Models | E.2. Evaluation Results of Agents,4,Evaluation,'compared to the replace format' for 'claude35sonnet20241022' (E.1. Evaluation Results of Large Language Models)
D0794,2025,icml,claude35sonnet20241022,Listing 6 Prompt for hypotheses (Task 3).,1,Evaluation,'compared to the results of our human study' for 'claude35sonnet20241022' (Listing 6 Prompt for hypotheses (Task 3).)
D0795,2025,icml,claude35sonnet20241022,O. Sensitivity w.r.t the choice of the backend LLM,2,Evaluation,'better than GPT-4o's that we used throughout our experiments' for 'claude35sonnet20241022' (O. Sensitivity w.r.t the choice of the backend LLM)
D0796,2025,icml,claude35sonnet20241022,A.3. Experiment settings,1,Methods,API/config cue 'temperature of' for 'claude35sonnet20241022' (A.3. Experiment settings)
D0797,2025,icml,claude35sonnet20241022,D. Details of Evaluations &amp; Experiments,1,Evaluation,'baseline methods (e' for 'claude35sonnet20241022' (D. Details of Evaluations &amp; Experiments)
D0798,2025,icml,claude35sonnet20241022,A.1. Response Generation,1,Methods,"'we access a stable version of each model, includi...' near 'of each model, including GPT-4o-2024-08-06, Claude-3.5-Sonnet-20241022, Grok-Beta, Gemini...'"
D0799,2025,icml,claude35sonnet20241022,4.1. Evaluation details | E. Mass assumptions,3,Evaluation,"OCR/math fragment near 'claude35sonnet20241022', e.g. '[Window 1] section: 4.1. Evaluation det...'"
D0800,2025,icml,claude35sonnet20241022,F. Confusion Matrix Details,1,Evaluation,Figure 10 row '| Closed-Source Large Language Models (API) | | Claude-3.5-sonnet-20241022 | 87.00'
D0801,2025,icml,claude35sonnet20241022,3.2. Benchmark Construction | 4.2. Models | C.1. AI Expert Models | D. Error Analysis,4,Methods and Evaluation,"'We use gpt-4o-2024-11-20 and Table 2: C...' + Table 2 near 'GPT-4o-mini-2024-07-18 (Hurst et al., 2024), Claude-3.5-Sonnet-20241022 (Anthropic, 2024)...'"
D0802,2025,icml,claude35sonnet20241022,4.1.3. IMPLEMENTATION,2,Methods,"'we used Claude-3' near 'foundation models. For our experiments, we used Claude-3.5-Sonnet-20241022 (Anthropic, 20...'"
D0803,2025,icml,claude35sonnet20241022,D. Comparison with Claude Citations API,1,Evaluation,'baseline' for 'claude35sonnet20241022' (D. Comparison with Claude Citations API)
D0804,2025,icml,claude35sonnet20241022,5.2. Scalability and Generalizability,1,Methods and Evaluation,"'As critical task-specific properties es...' + Fig. 4 near 'To assess its Table 2: Experimental results of Claude-3-5-sonnet-20241022, Mistral-Large,...'"
D0805,2025,icml,claude35sonnet20241022,4.2. Training General-Purpose Prompting Agents | B.4. Details of OpenHands Trajectory Sampling | Training Software Engineering Agents and Verifiers with SWE-Gym,3,Evaluation,"OCR/math fragment near 'claude35sonnet20241022', e.g. '[Window 1] section: 4.2. Training Gener...'"
D0806,2025,icml,claude35sonnet20241022,5.1. Accuracy,2,Evaluation,Table 1 row '| | | | | | | GPT-4o-mini-2024-07-18 (Prompt) Claude-3.5-Sonnet-20241022 (FC) | 53.8 | 78...'
D0807,2025,icml,claude3opus20240229,C. Experimental Cost,1,Evaluation,'Baselines comparison and ablation studies are not included' for 'claude3opus20240229' (C. Experimental Cost)
D0808,2025,icml,claude3opus20240229,A.1. Participating LLMs. | C.2. Position Switching and Multiple API Calls Reduce the Occurrence of Non-transitivity at the Model Level. | F. ELO Scores,7,Evaluation,"'worse than position switching, leading to lower judgment co...' for 'claude3opus20240229' (A.1. Participating LLMs.)"
D0809,2025,icml,claude3opus20240229,D. Models for Experiment | Title Suppressed Due to Excessive Size,2,Methods and Evaluation,"'as judge) to Chatbot Arena Category Har...' + Table 9 near 'and agreement: gpt-4-turbo-2024-04-09, claude-3-opus-20240229, claude-3-sonnet-20240229,...'"
D0810,2025,icml,claude3opus20240229,A.1. Additional compute and hyperparameter details,1,Evaluation,"'baselines for the explicit image generation task, and 7' for 'claude3opus20240229' (A.1. Additional compute and hyperparameter details)"
D0811,2025,icml,claude3sonnet20240229,3.4. Evaluation Setup | A.1. Participating LLMs. | A.2. Selection of Representative Model Triplets across Scenarios. | B.2. Results Under Varying Judges and Datasets | B.3. Results with Preferences without the Threshold of Ties,9,Methods and Evaluation,"'as the judge, more non-transitivity can...' + Table 1 near '= gpt-4o-2024-05-13 m B = Qwen1.5-72B-Chat m C = claude-3-sonnet-20240229..."
D0812,2025,icml,claude3sonnet20240229,6.2. Comparing Separability and Alignment Across Benchmarks | D. Models for Experiment | Title Suppressed Due to Excessive Size,3,Methods and Evaluation,"'as the judge' + Table 1 near 'model pairs (GPT-4-0613 vs Llama-2-70b-chat, Claude-3-Sonnet-20240229 vs Claude-3-Haiku-2...'"
D0813,2025,icml,claude3sonnet20240229,A.1. Additional compute and hyperparameter details,1,Methods,"""We use the claude-3-opus-20240229 version of Claude 3 Opus, the claude-3-sonnet-202402"" in A.1 Additional compute and hyperparameter details"
D0814,2025,icml,gemini15flash001,3.3. Optimal routing | 3.3.1. COST-OPTIMAL ROUTING | 3.4. Testing for regression and strength/weakness analysis | E.4. Model list,4,Methods and Evaluation,"Both 'we use' and reported scores: ""014 Expected query cost ( $ ) 1220 1240 1260..."" (3.3 Optimal routing)"
D0815,2025,icml,gemini15flash001,4.3. Cryptonite Results (Top-1 exact match),1,Evaluation,"Evaluation context in 4.3 Cryptonite Results (Top-1 exact match): ""Gemini-1.5-Flash-001 (which was used in development of the formaliser) is not..."""
D0816,2025,icml,gemini15flash001,C. Experiment Details,1,Methods,"Prompting cue: ""- human interests: MODEL SWARMS is evaluated on the Gemini-as-a-judge ( gemini-1.5-flash-001..."" (C Experiment Details)"
D0817,2025,icml,gemini15flash002,D.1.1. OVERVIEW | D.1.3. TEST-WRITING REWARD | D.2.3. SUMMARY BIAS MONITOR,3,Methods,"Api/version listing cue: ""he agent for our code-generation environment is an LLM which is publicly..."" (D.1.1 OVERVIEW)"
D0818,2025,icml,gemini15flash002,E.4. Model list,1,Methods,"Methodology mention in E.4 Model list: ""he full list of models is: athene-v2-chat (Frick et al., 2024), chatgpt-4o-latest-20241120..."""
D0819,2025,icml,gemini15flash002,5.1. Leaderboard | F. Forward and Reverse Problems Breakdown,4,Evaluation,"Evaluation context in 5.1 Leaderboard: ""Gemini-1.5-Flash-002 | 1970.0 | 1478.75 | 1274.25 | 13 | 30..."""
D0820,2025,icml,gemini15flash002,A.2.2. EVALUATION RESULTS | B. User information | D. Details on Model Ranking,4,Evaluation,"Evaluation context in A.2.2 EVALUATION RESULTS: ""| Gemini-1.5-Flash-002 | 0.434 | 0.376 | 0.277 | 0.286 |..."""
D0821,2025,icml,gemini15flash002,C. Task Prompt Templates &amp; Inference Settings,1,Methods,"Methodology mention in C Task Prompt Templates &amp; Inference: ""Gemini 1.5 Flash | 1M | No | gemini-1.5-flash-002 |"""
D0822,2025,icml,gemini15pro001,"D.1.6. DATASET CREATION | Finally, we generated solutions to these problems with the prompt:",2,Methods,"Methodology mention in D.1.6 DATASET CREATION: ""We therefore improved the dataset with the assistance of gemini-1.5-pro-001."""
D0823,2025,icml,gemini15pro001,3.3. Optimal routing | 3.3.1. COST-OPTIMAL ROUTING | D. Additional regression tests | E.4. Model list,4,Methods and Evaluation,"Both 'we use' and reported scores: ""014 Expected query cost ( $ ) 1220 1240 1260..."" (3.3 Optimal routing)"
D0824,2025,icml,gemini15pro001,A.3. Experiments,1,Methods,"Api/version listing cue: ""In particular, we have used the initial stable version of Gemini 1.5..."" (A.3 Experiments)"
D0825,2025,icml,gemini15pro001,C. Experiment Details,2,Methods,"Methodology mention in C Experiment Details: ""Dataset Details Weemploy 20 datasets in total to evaluate MODEL SWARMS and..."""
D0826,2025,icml,gemini15pro002,B.2. LLMs Running Details,1,Methods,"""we use the gpt-4o-2024-08-06, gpt-4-1106-preview, o1-preview-2024-09-12, gemini-1"" in B.2 LLMs Running Details"
D0827,2025,icml,gemini15pro002,A.7. Models,1,Methods,"Methodology mention in A.7 Models: ""Gemini-1.5-Pro | gemini-1.5-pro-002 | and 12,000 ImageNet-C samples"""
D0828,2025,icml,gemini15pro002,E.4. Model list,1,Methods,"Methodology mention in E.4 Model list: ""he full list of models is: athene-v2-chat (Frick et al., 2024), chatgpt-4o-latest-20241120..."""
D0829,2025,icml,gemini15pro002,5.1. Leaderboard | 5.3. Reverse Problems are Harder to Solve for LLMs | F. Forward and Reverse Problems Breakdown,5,Evaluation,"Evaluation context in 5.1 Leaderboard: ""Gemini-1.5-Pro-002 | 2547.0 | 3659.59 | 2318.28 | 26 | 45..."""
D0830,2025,icml,gemini15pro002,A. Version Information of the Models,1,Methods,"Methodology mention in A Version Information of the Models: ""Gemini-1.5-pro | Google DeepMind | gemini-1.5-pro-002 |"""
D0831,2025,icml,gemini15pro002,5. Experiment,1,Methods,'we leverage' indicates model used in pipeline.
D0832,2025,icml,gemini15pro002,A.1. Response Generation,1,Methods,"""we access a stable version of each model, including GPT-4o-2024-08-06, Claude-3"" in A.1 Response Generation"
D0833,2025,icml,gemini15pro002,A.2.2. EVALUATION RESULTS | B. User information | D. Details on Model Ranking,4,Evaluation,"Evaluation context in A.2.2 EVALUATION RESULTS: ""| Gemini-1.5-Pro-002 | 0.620 | 0.599 | 0.562 | 0.338 |..."""
D0834,2025,icml,gemini15pro002,4.2. Models,1,Methods,"Methodology mention in 4.2 Models: ""arge Multimodal Models : o1-2024-12-17 (Jaech et al., 2024), QVQ-72B-Preview ..."""
D0835,2025,icml,gemini15pro002,C. Task Prompt Templates &amp; Inference Settings,1,Methods,"Methodology mention in C Task Prompt Templates &amp; Inference: ""Gemini 1.5 Pro | 2M | No | gemini-1.5-pro-002 |"""
D0836,2025,icml,gemini25flashpreview0520,C. Task Prompt Templates &amp; Inference Settings,1,Methods,"Methodology mention in C Task Prompt Templates &amp; Inference: ""Gemini 2.5 Flash | 1M | No | gemini-2.5-flash-preview-05-20 |"""
D0837,2025,icml,gpt35turbo0301,5.1. Data,1,Methods,"Methodology mention in 5.1 Data: ""Model iterations within the GPT-3.5 family: gpt-3.5-turbo-0301 -> 0613 -> 0125"""
D0838,2025,icml,gpt35turbo0301,E. Additional Experimental Results,1,Evaluation,"Evaluation in E Additional Experimental Results: ""To ensure a fair evaluation, we replace the original GPT-3.5-turbo-0301 summarization..."""
D0839,2025,icml,gpt35turbo0301,3.3. Benchmark construction | 4.2. Evaluation results | M. Keywords Based Evaluation | O. More details on the few shot example when rewriting,7,Methods,"Methodology mention in 3.3 Benchmark construction: ""ench-80K is as much as 49% for GPT-3.5-turbo-0301 and 73% for Claude-2.1..."""
D0840,2025,icml,gpt35turbo0613,D. Models for Experiment | Title Suppressed Due to Excessive Size,3,Methods,"Methodology mention in D Models for Experiment: ""he top 20 models on Chatbot Arena (2024/04/13) that are also present..."""
D0841,2025,icml,gpt35turbo0613,5.4. Aggregate-Level Results | B.4. Exploratory Analysis on User Engagement,2,Evaluation,"Evaluation context in 5.4 Aggregate-Level Results: ""In contrast, Hypothesis 2 is strongly supported by both GPT4-0125-preview and..."""
D0842,2025,icml,gpt35turbo0613,4.2. Evaluation results | M. Keywords Based Evaluation | O. More details on the few shot example when rewriting,4,Evaluation,"Evaluation context in 4.2 Evaluation results: ""| | deception | harassment | harmful | hate | illegal..."""
D0843,2025,icml,gpt35turbo0613,5.1. Experimental Setup,1,Methods,"Methodology mention in 5.1 Experimental Setup: ""We mainly compare our method with KBBINDER (Li et al., 2023), KB-Coder..."""
D0844,2025,icml,gpt35turbo0613,B.1. Mechanisms of De-Anonymizing Functions A omni ( . ) | B.2. Details of Model Selection in the Case Study,2,Methods,"Methodology mention in B.1 Mechanisms of De-Anonymizing Functions A: ""gpt-3.5-turbo-0613 | 63 (+0) | 61 (+2) | 59 (+4) |"
D0845,2025,icml,gpt35turbo0613,3.3. Implementation Efficiencies,1,Methods,"""We employ ChatGPT to evaluate performance following Video-ChatGPT where applicable (versi"" in 3.3 Implementation Efficiencies"
D0846,2025,icml,gpt35turbo16k0613,2.1. Description Generation,1,Methods,"""we employ SALMONN (Tang et al"" in 2.1 Description Generation"
D0847,2025,icml,gpt35turbo16k0613,2.1. CLUE-Multi Generation | 5. Results and Discussion,2,Evaluation,"Evaluation context in 2.1 CLUE-Multi Generation: ""Specifically, we use GPT-3.5 ('gpt-3.5-turbo-16k-0613') as the LLM and ask it..."""
D0848,2025,icml,gpt41106visionpreview,A.6. WINDOWS AGENT ARENA: Azure Parallelization Details,6,Evaluation,"Evaluation context in A.6 WINDOWS AGENT ARENA: Azure Parallelization: ""yes yes yes | Pytesseract + DOM+Grounding DINO Pytesseract + DOM+Grounding..."""
D0849,2025,icml,gpt4turbopreview,5.1. Settings,1,Methods and Evaluation,Both methods 'we use' and eval 'we evaluate' cues present.
D0850,2025,icml,o1mini,1. Introduction | 3.3. Observations and findings,3,Evaluation,"Cited in 1 Introduction: ""However, for reasoning models like o1-mini, CoT does not have the..."""
D0851,2025,icml,o1mini,5.6. About the Clip Ratio | Algorithm 1 MARJ Pipeline,4,Methods,"Methodology mention in 5.6 About the Clip Ratio: ""Open-source o1-like LLMs typically consume more tokens than OpenAI's o1-mini when solving..."""
D0852,2025,icml,o1mini,4.2. Alternative Evaluation Settings | 4.4. Contamination Analysis | E.1. Analysis of Output Tokens,5,Evaluation,"Evaluation context in 4.2 Alternative Evaluation Settings: ""O1-MINI | 25"""
D0853,2025,icml,o1mini,3.3.1. COST-OPTIMAL ROUTING | 3.4. Testing for regression and strength/weakness analysis | D. Additional regression tests | E.4. Model list,9,Methods and Evaluation,"Both 'we use' and in comparison: ""Here, we use P2L to route between o1-mini , gpt-4o-2025-05-13..."" (3.3.1 COST-OPTIMAL ROUTING)"
D0854,2025,icml,o1mini,4.1. Lower Bounds for Regular Languages | 4.2. Multiplication | 5.2. Related Work | D. Experiments with Pretrained LLMs,4,Methods,"Mentioned in 4.1 Lower Bounds for Regular Languages: ""(2025), and o1-mini, Jaech et al"""
D0855,2025,icml,o1mini,4.2. ARCHON vs. Closed-Source LLMsandOther Inference-Time Architectures,1,Evaluation,"In comparison in 4.2 ARCHON vs. Closed-Source LLMsandOther Inference-Time: ""Compared to o1 and o1-mini, ARCHON'sbest targeted architectures beat them by..."""
D0856,2025,icml,o1mini,5.1. Leaderboard | 5.3. Reverse Problems are Harder to Solve for LLMs | F. Forward and Reverse Problems Breakdown,4,Evaluation,"Evaluation context in 5.1 Leaderboard: ""Reasoning models (R1 and o1-mini) are significantly ahead of the rest..."""
D0857,2025,icml,o1mini,Abstract | MATH-Perturb: Benchmarking LLMs' Math Reasoning Abilities against Hard Perturbations | 3. Experimental Results | Solution : | 3.3. Is Mode Collapse a Problem? | A. Version Information of the Models | B. Benchmark Statistics,9,Methods and Evaluation,"Both 'we use' and performance result: ""We observe significant performance drops on MATH-P-Hard across various models..."" (A bstract)"
D0858,2025,icml,o1mini,4. Experiments | 4.1. Accurate Autoformalization and Program Synthesis | 4.2. Improved Utility via PDE Reasoning of Controller,9,Evaluation,"In comparison in 4 Experiments: ""All our models are fine-tuned from MathCoder2, and we compare against..."""
D0859,2025,icml,o1mini,5.1. Setups | 5.3. Comparison with powerful SOTA LLMs,3,Methods and Evaluation,"Both API/version listing and as baseline: ""023) and MTP (Zhang et al., 2024a) 2 ; (4)..."" (5.1 Setups)"
D0860,2025,icml,o1mini,4.1. Experimental Setup | 4.2.2. TASK-SPECIFIC ANALYSIS | B. Raw Results,9,Methods and Evaluation,"Both fine-tuning and as baseline: ""Large reasoning models: o1-preview, o1-mini (Ope-"" (4.1 Experimental Setup)"
D0861,2025,icml,o1mini,B.1. Function-level Code Generation Benchmark,1,Methods and Evaluation,"Both API/version listing and as benchmark: ""| Model | BP | AP | SE | DP..."" (B.1 Function-level Code Generation"
D0862,2025,icml,o1mini,Critical Tokens Are Not Necessarily Error Tokens Re-,1,Evaluation,"Evaluation context in C ritical Tokens Are Not Necessarily: ""LLaMa3.3-70B DeepSeek-Math-7B Qwen2.5-Math-7B Qwen2.5-Math-72B GPT-4o GPT-4o-mini Gemini Pro Claude-3.5 o1-Preview o1-mini..."""
D0863,2025,icml,o1mini,Abstract | 1. Introduction | 2.1. Models | 3.1. Best Scores Per Model/Task,9,Methods,"Mentioned in A bstract: ""We evaluate the performance of Claude 3.5 Sonnet, Gemini 1.5 Flash, Gemini..."""
D0864,2025,icml,o1mini,B.6. More Models,1,Methods,"Methodology mention in B.6 More Models: ""A similar pattern emerges when we apply the budget-friendly reasoning model, o1-Mini..."""
D0865,2025,icml,o1mini,4.3. Grassmannian Cluster Algebras and Semistandard Young Tableaux (Open Problem) | 5. Case Studies of Applying ML to ACD Repo Datasets | B.11. LLM Evaluation Procedure,3,Evaluation,"Evaluation context in 4.3 Grassmannian Cluster Algebras and Semistandard: ""Dataset | o1-Mini | GPT-4o Mini | GPT-4o |"""
D0866,2025,icml,o1mini,4.2. Evaluating Judges with JudgeEval,3,Methods,"As judge cue: ""Macro-averaged metrics of GPT-4o, o1-mini, o1, and o3mini with our judge scaffolding..."" (4.2 Evaluating Judges with JudgeEval)"
D0867,2025,icml,o1mini,Abstract | 4.1 Setup | 4.2 Main Results | 4.3 Ablation Study and Analysis,9,Methods and Evaluation,"Both 'we use' and as baseline: ""Task (pass@1 Acc) | rStar-Math (Qwen-7B) | rStar-Math (Phi3-mini) |..."" (A bstract)"
D0868,2025,icml,o1mini,1 Introduction and Related Work | 4.5 Comparison Table | A.5 Data Synthesis,4,Evaluation,"Accuracy report in 1 Introduction and Related Work: ""Despite GPT2-small being a model with 124 million parameters, grokked version..."""
D0869,2025,icml,o1mini,4.2. Embodied Reasoning: BlocksWorld | 4.3. Math Puzzle Solving: Game of 24,2,Evaluation,"Evaluation context in 4.2 Embodied Reasoning: BlocksWorld: ""O1-mini (1-shot) * | 100.00 | 100.00 | 1.05 | 0.00..."""
D0870,2025,icml,o1mini,E.8. Action Prompting Framework,1,Methods,"""we used a strong teacher model o1-mini for the reflection action as..."" in E.8 Action Prompting Framework"
D0871,2025,icml,o1mini,1. Introduction,1,N/A,"Only mentioned in 1 Introduction: ""As planning steps increase, smaller models (e.g., Llama3.1-8B, 70B) and inference-time scaling..."""
D0872,2025,icml,o1mini,4.1.3. IMPLEMENTATION,1,Methods,"Methodology mention in 4.1.3 IMPLEMENTATION: ""Composio SWE-Kit | Claude 3.5 Sonnet + o1-mini | 41.00% (123) |..."""
D0873,2025,icml,o1mini,3.1. Main results | 3.2. Curse of Complexity in Reasoning with LLMs | 6.1. o1 Generates More Hidden Reasoning Tokens | A. Additional Experimental Results and Analysis | C.3. o1 generates large-scale hidden reasoning tokens.,9,Evaluation,"Accuracy report in 3.1 Main results: ""o1-preview and o1-mini achieve 71.4% and 59.7% accuracy, respectively"""
D0874,2025,icml,o1preview,B.1. Evaluated LLMs,1,Methods,"Methodology mention in B.1 Evaluated LLMs: ""o1-preview (OpenAI, 2024b): An early preview of OpenAI's o1 model, designed to..."""
D0875,2025,icml,o1preview,4.1. Reasoning for Alignment | C.1. Training Details,2,Methods,"Methodology mention in 4.1 Reasoning for Alignment: ""Then, we combine the 25k safety-related prompts in the seed dataset with..."""
D0876,2025,icml,o1preview,1. Introduction,1,Evaluation,"Cited in 1 Introduction: ""o1-preview (Kamradt, 2024) | 21 | no |"""
D0877,2025,icml,o1preview,5.1. EQUATIONINFERENCE | 5.2. EXPERIMENTDESIGN | 5.3. PAPERWEAKNESS,6,Evaluation,'we test' indicates model used as benchmark/judge.
D0878,2025,icml,o1preview,E.4. Model list,1,Methods,"Methodology mention in E.4 Model list: ""he full list of models is: athene-v2-chat (Frick et al., 2024), chatgpt-4o-latest-20241120..."""
D0879,2025,icml,o1preview,5. Experiment,2,Methods,"Methodology mention in 5 Experiment: ""| o1-preview | / | 85.5 | / | 82.5 | 44.6..."""
D0880,2025,icml,o1preview,1. Introduction | 3. Experiments and results | 3.1. Agent performance by time spent | 3.2. Agent performance by number of samples | 3.3. Agent performance by environment,9,Evaluation,"Reported scores in 1 Introduction: ""score@ k results (best score obtained across sample of k runs..."""
D0881,2025,icml,o1preview,5. Experimental Evaluation | 5.1. Experimental Design (Sustainable Protein) | 5.2. Menu Design (Traditional Foods),9,Evaluation,"Evaluation in 5 Experimental Evaluation: ""e evaluate Claude 3.5 Sonnet, Gemini 1.5 Pro, GPT-3.5 Turbo, GPT-4o..."""
D0882,2025,icml,o1preview,Abstract | 1. Introduction | 4.1. Putnam-AXIOM Model Performance | 4.2. LLM Error Analysis,9,Evaluation,"Accuracy report in A bstract: ""On the Original set, OpenAI's o1-preview - the strongest evaluated model..."""
D0883,2025,icml,o1preview,3. Experimental Results | A. Version Information of the Models | B. Benchmark Statistics | C.2. Is Mode Collapse a Problem? | C.3. The Effect of In-Context Learning,7,Methods and Evaluation,"Both 'we use' and as benchmark: ""o1-preview | 87.81 | 88.41 | 86.96 | 87.81 |..."" (3 Experimental Results)"
D0884,2025,icml,o1preview,1. Introduction | Our contributions are summarized as follows: | 5.2. Multi-shot transfer attacks | 5.3. Ablation studies | C. Additional experiments,8,Methods,"Prompting cue: ""The prompt on the left jailbreaks OpenAI o1-preview."" (1 Introduction)"
D0885,2025,icml,o1preview,Abstract | 1. Introduction | 5. A Verification Benchmark,8,Evaluation,"As benchmark in A bstract: ""Among our findings is that simply scaling up a minimalist implementation..."""
D0886,2025,icml,o1preview,Abstract | 1. Introduction | 5.1. Setups | 5.3. Comparison with powerful SOTA LLMs,8,Methods and Evaluation,"Both prompting and as benchmark: ""Experiments demonstrate the effectiveness of HTP, achieving state-ofthe-art accuracy on..."" (A bstract)"
D0887,2025,icml,o1preview,Abstract | 1. Introduction | 4.1. Implicit statistical learning | 4.2. Facial recognition | 4.3. Classifying data with rules that contain exceptions | 4.4. Tasks with a mismatch between humans and models,8,Methods,"Mentioned in A bstract: ""In three of these tasks, state-of-the-art models exhibit significant performance drop-offs with..."""
D0888,2025,icml,o1preview,5.1. Training Data Engineering Framework,1,Methods,"Methodology mention in 5.1 Training Data Engineering Framework: ""| OpenAI o1-preview | 60.1 | 55.8 | 39.8 | 40.9 |"""
D0889,2025,icml,o1preview,4.1. Experimental Setup | 4.2.1. OVERALL RESULTS | 4.2.2. TASK-SPECIFIC ANALYSIS,9,Methods and Evaluation,"Both fine-tuning and as baseline: ""Large reasoning models: o1-preview, o1-mini (Ope-"" (4.1 Experimental Setup)"
D0890,2025,icml,o1preview,4.6. Comparison to Other Systems,1,Evaluation,"Evaluation context in 4.6 Comparison to Other Systems: ""| | OpenAI o1-preview | 21"""
D0891,2025,icml,o1preview,B.1. Function-level Code Generation Benchmark,1,Methods and Evaluation,"Both API/version listing and as benchmark: ""| Model | BP | AP | SE | DP..."" (B.1 Function-level Code Generation"
D0892,2025,icml,o1preview,,0,N/A,no extractable window in non-references body
D0893,2025,icml,o1preview,4.2. Main Results | OpenAI.,3,Evaluation,"As benchmark in 4.2 Main Results: ""To test this, we conduct experiments using OpenAI's o1preview (OpenAI, 2024b)..."""
D0894,2025,icml,o1preview,Critical Tokens Are Not Necessarily Error Tokens Re-,1,Evaluation,"Evaluation context in C ritical Tokens Are Not Necessarily: ""LLaMa3.3-70B DeepSeek-Math-7B Qwen2.5-Math-7B Qwen2.5-Math-72B GPT-4o GPT-4o-mini Gemini Pro Claude-3.5 o1-Preview o1-mini..."""
D0895,2025,icml,o1preview,Abstract | 1. Introduction | 2.1. Models | 3.1. Best Scores Per Model/Task,9,Methods,"Mentioned in A bstract: ""We evaluate the performance of Claude 3.5 Sonnet, Gemini 1.5 Flash, Gemini..."""
D0896,2025,icml,o1preview,3. Evaluating T1,1,Evaluation,"Evaluation context in 3 Evaluating T1: ""o1-preview | 85.5 | 44.6 | / | 72.3 |"""
D0897,2025,icml,o1preview,A. Appendix: Language Model Details,1,Methods,"Methodology mention in A Appendix: Language Model Details: ""GPT-o1 | o1-preview 2024-09-12 | - | - |"""
D0898,2025,icml,o1preview,Abstract | 1 Introduction | 4.1 Setup | 4.2 Main Results,8,Methods and Evaluation,"Both 'we use' and as benchmark: ""On MATH benchmark, it improves Qwen2.5-Math-7B from 58.8% to 90.0%..."" (A bstract)"
D0899,2025,icml,o1preview,Abstract | 1. Introduction,2,Methods,"Mentioned in A bstract: ""For other benchmarks, we report results for o1-preview in place of o1"""
D0900,2025,icml,o1preview,4.2. Embodied Reasoning: BlocksWorld,1,Methods,"Methodology mention in 4.2 Embodied Reasoning: BlocksWorld: ""O1-preview (1-shot) * | 100.00 | 95.24 | - | - |..."""
D0901,2025,icml,o1preview,2.1. Large Language Model Evaluations,1,Evaluation,"Accuracy report in 2.1 Large Language Model Evaluations: ""Less than a year later, OpenAI's o1-preview model reached 77% accuracy..."""
D0902,2025,icml,o1preview,4. PERL: Premises and ERrors identification in Language models,2,Methods,"Methodology mention in 4 PERL: Premises and ERrors identification: ""remise and Error Annotation: Next, for each step in the reasoning"
D0903,2025,icml,o1preview,E.8. Action Prompting Framework,1,Methods,"Methodology mention in E.8 Action Prompting Framework: ""e studied the publicly released CoTs of o1-preview and identified that its..."""
D0904,2025,icml,o1preview,Abstract | 1. Introduction | 5. Experiments | 5.1. Overall Better Performance | 5.2. Scalability and Generalizability | 5.3. Cost of Tokens and Runtime | J. Score-cost table for each method,9,Methods and Evaluation,"Both 'we use' and reported scores: ""Augmenting GPT-4o with CodeSteer raises its average performance score from..."" (A bstract)"
D0905,2025,icml,o1preview,3.1. Main results | 3.2. Curse of Complexity in Reasoning with LLMs | 6.1. o1 Generates More Hidden Reasoning Tokens | A. Additional Experimental Results and Analysis,9,Evaluation,"Accuracy report in 3.1 Main results: ""o1-preview and o1-mini achieve 71.4% and 59.7% accuracy, respectively"""
